Commodities,Countries,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US)
"2801 Fluorine, Chlorine, Bromine & Iodine","Korea, South",2023,1524070,1524070.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,2023,438836,438836.0
2504 Natural Graphite,"Korea, South",2022,408034,408034.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2023,14333548,14333548.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2021,9760666,9760666.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2023,18708924,18692919.0
2614 Titanium Ores And Concentrates,Japan,2023,177990,177990.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2025 through June,104342370,104342370.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,2024,11520778,11520778.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,2025 through June,27600621,27600621.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2022,8080,8080.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2021,8671246,8671246.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2023,380728,380728.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Taiwan,2023,74309,74309.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2022,124723,124723.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2021,4434833,4434833.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2025 through June,2025196,2025196.0
2603 Copper Ores And Concentrates,Taiwan,2021,49343,49343.0
2504 Natural Graphite,Taiwan,2025 through June,21926,21926.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Burma,2022,1092331,1092331.0
"3910 Silicones, In Primary Forms",Malaysia,2024,790056,790056.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2024,43657255,43657255.0
"3910 Silicones, In Primary Forms","Korea, South",2021,13334170,13378033.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Philippines,2023,435077,435077.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2021,582887234,582887234.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2025 through June,1694568,1725894.0
2603 Copper Ores And Concentrates,Japan,2022,10170,10170.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Vietnam,2023,1579057,135870.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2023,6195,6195.0
"3910 Silicones, In Primary Forms",Philippines,2022,2358,2358.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2022,6644885,6644885.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Singapore,2021,41032,41032.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2023,13194,13194.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,2021,1450440,1450440.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2023,1439343,1439343.0
"2801 Fluorine, Chlorine, Bromine & Iodine","Korea, South",2022,2094768,2094768.0
2820 Manganese Oxides,Japan,2025 through June,574380,574380.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,"Korea, South",2025 through June,58361,58361.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2024,18961329,18964709.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,2023,5011,5011.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Thailand,2021,5810,5810.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,2025 through June,3094247,3224461.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2022,46736,46736.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2024,946816,946816.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2021,2663317,3858777.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Indonesia,2024,512759,512759.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Japan,2024,26431972,26431972.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2021,34847113,34785617.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2024,1634068,1593302.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2022,1692567,1595577.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2023,27208166,27208166.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,2025 through June,2746,2746.0
2820 Manganese Oxides,Taiwan,2023,134880,134880.0
2614 Titanium Ores And Concentrates,Japan,2021,5036,5036.0
"3910 Silicones, In Primary Forms",Hong Kong,2025 through June,654,654.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Hong Kong,2021,2472,2472.0
2504 Natural Graphite,Hong Kong,2024,202350,202350.0
2504 Natural Graphite,Hong Kong,2022,731819,731819.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,2022,67814,67814.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,2024,28987,28987.0
"3910 Silicones, In Primary Forms",Vietnam,2023,3826129,3826129.0
"3910 Silicones, In Primary Forms",Hong Kong,2021,94085,94085.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2023,2244801,2240707.0
2603 Copper Ores And Concentrates,Taiwan,2025 through June,17013,17013.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2025 through June,37841109,37841109.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Indonesia,2025 through June,45871004,45773804.0
"3910 Silicones, In Primary Forms",Singapore,2021,10988,10988.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Malaysia,2025 through June,1387293,1387293.0
2504 Natural Graphite,Taiwan,2022,15654,15654.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Singapore,2022,11866,11866.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2023,631517,631517.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2023,149648,149648.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2021,21343,21343.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2023,23778793,23778793.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2022,10097663,10097663.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2024,20229985,19528185.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2021,5927818,5927818.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2023,9468406,9468406.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Hong Kong,2025 through June,202494,202494.0
"3910 Silicones, In Primary Forms",Indonesia,2021,1731703,1731703.0
"3910 Silicones, In Primary Forms",Thailand,2025 through June,10879858,11045150.0
2504 Natural Graphite,"Korea, South",2025 through June,52820,52820.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Indonesia,2024,1136686,1136686.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2023,37149602,37149602.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2022,9747,9747.0
2504 Natural Graphite,Hong Kong,2021,1759304,1759304.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Singapore,2021,120479,120479.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2025 through June,11030832,12821632.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2022,20321576,20321576.0
"3910 Silicones, In Primary Forms",Vietnam,2024,5725122,5725122.0
2614 Titanium Ores And Concentrates,Japan,2024,120937,120937.0
2504 Natural Graphite,Taiwan,2024,38542,38542.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2023,321153696,321153696.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Vietnam,2024,135637,135637.0
"2801 Fluorine, Chlorine, Bromine & Iodine","Korea, South",2024,1229862,1229862.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,2021,557221,557221.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2025 through June,430531,430531.0
"3910 Silicones, In Primary Forms",Taiwan,2022,2080522,2079357.0
"3910 Silicones, In Primary Forms",Taiwan,2024,2390571,2392224.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Vietnam,2022,46752,46752.0
2504 Natural Graphite,Malaysia,2022,2308,2308.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2022,6166144,6166144.0
"3910 Silicones, In Primary Forms",Japan,2025 through June,83853602,82252487.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2024,278587,278587.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Singapore,2025 through June,27986,27986.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Taiwan,2025 through June,115143,115143.0
"3910 Silicones, In Primary Forms","Korea, South",2025 through June,14572832,14576103.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Hong Kong,2022,619270,619270.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2024,1043837,1043837.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2025 through June,14392624,14392624.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2022,181509,181509.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",2024,13498189,13498189.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2025 through June,482859,482859.0
2504 Natural Graphite,Japan,2024,996588,996588.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,2025 through June,12608931,12608931.0
"3910 Silicones, In Primary Forms",Japan,2022,201650415,198871727.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2021,107981,107981.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2023,16587892,16587892.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Vietnam,2021,11120,11120.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2025 through June,1281021,1281021.0
"3910 Silicones, In Primary Forms",Philippines,2023,5385,5385.0
2504 Natural Graphite,Japan,2025 through June,134143,129055.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Philippines,2022,12282,12282.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2021,45468928,45427754.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2024,57344686,57344686.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2025 through June,742277,742277.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Philippines,2021,3500,3500.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2021,400473,400473.0
2504 Natural Graphite,"Korea, South",2021,19300,19300.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2023,139639,139639.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2025 through June,19356919,19356919.0
"3910 Silicones, In Primary Forms",Japan,2023,154630124,152468163.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Hong Kong,2024,632923,632923.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2024,59646848,57640967.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2022,39643,39643.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",2024,189727008,188968430.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2025 through June,1175497,1175497.0
2603 Copper Ores And Concentrates,"Korea, South",2025 through June,4613,4613.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,2025 through June,286665,286665.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2022,33372776,31338776.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2023,61573836,61602186.0
2820 Manganese Oxides,"Korea, South",2021,1482448,1482448.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Vietnam,2025 through June,20864,20864.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2025 through June,6722356,6702738.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,2021,1264889,1264889.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2025 through June,75930875,75930875.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Taiwan,2024,2111,2111.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Indonesia,2024,777077,777077.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2025 through June,13735220,13735220.0
"3910 Silicones, In Primary Forms",Indonesia,2025 through June,937714,937714.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2023,2821828,2821828.0
"3910 Silicones, In Primary Forms",Vietnam,2025 through June,6100254,6100254.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2024,49738086,49738086.0
"3910 Silicones, In Primary Forms",Thailand,2022,68531708,68531708.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2025 through June,29177656,23392413.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,2023,4060423,3662891.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",2024,183119,183119.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Indonesia,2022,8693,8693.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2022,231267,231267.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Hong Kong,2023,846442,846442.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2024,11342289,11342289.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2022,17025539,17025539.0
"3910 Silicones, In Primary Forms",Malaysia,2023,318539,318539.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2023,9238,9238.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,2024,18139,18139.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2023,4838539,4838539.0
2820 Manganese Oxides,"Korea, South",2024,465994,465994.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Hong Kong,2023,3981,3981.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Thailand,2025 through June,155660,155660.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Indonesia,2022,1133369,1133369.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Thailand,2023,234984,234984.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2024,14485867,14485867.0
2604 Nickel Ores And Concentrates,Taiwan,2023,7708,7708.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Japan,2023,13632011,13632011.0
"3910 Silicones, In Primary Forms",Taiwan,2021,1101708,1102143.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Philippines,2021,11090,11090.0
2504 Natural Graphite,Japan,2021,650238,644369.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Vietnam,2023,17884,17884.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2023,11276505,11276505.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Vietnam,2023,64757,64757.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2021,698006,698006.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2022,27145201,27108567.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2021,3361050,3361050.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Mongolia,2022,2457,2457.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Taiwan,2021,85953,85953.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Singapore,2022,1379606,1379606.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Japan,2021,13164773,13164773.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Singapore,2021,5180,5180.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2022,420847,420847.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2021,5979,5979.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,2024,879051,879051.0
"3910 Silicones, In Primary Forms",Indonesia,2023,260287,260287.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,2023,88508,88508.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2021,3133249,3133249.0
"3910 Silicones, In Primary Forms",Philippines,2024,3586,3586.0
"3910 Silicones, In Primary Forms",Japan,2024,155653123,152394601.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Japan,2022,6917969,6917969.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2024,3651,3651.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Hong Kong,2021,195578,195578.0
"3910 Silicones, In Primary Forms",Malaysia,2025 through June,343670,343670.0
"3910 Silicones, In Primary Forms",Taiwan,2025 through June,1473838,1473838.0
"3910 Silicones, In Primary Forms",Thailand,2024,30555192,31184149.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",2021,137523,137523.0
2820 Manganese Oxides,Indonesia,2024,490000,490000.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2024,502915,502915.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Vietnam,2025 through June,573625,573625.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2023,21834342,21834342.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Hong Kong,2022,340408,0.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Indonesia,2025 through June,1850041,1850041.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,2022,5502517,5792683.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Singapore,2023,3995,3995.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,2024,3593558,3593558.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Burma,2021,2826505,3092476.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2023,5226435,5226435.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2022,5853952,5853952.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",2024,1784478,1784478.0
